id,team_fifa_api_id,team_api_id,date,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass
621,110745,1957,2/22/2012 0:00,Balanced,Little,Long,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
622,110745,1957,9/20/2013 0:00,Balanced,Little,Long,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
623,110745,1957,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,Cover
624,110745,1957,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,Cover
625,45,9885,2/22/2010 0:00,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Free Form,Medium,Press,Wide,Offside Trap
626,45,9885,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
627,45,9885,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
628,45,9885,9/20/2013 0:00,Balanced,Little,Short,Organised,Normal,Normal,Lots,Free Form,Medium,Double,Normal,Cover
629,45,9885,9/19/2014 0:00,Slow,Normal,Short,Organised,Normal,Normal,Lots,Organised,Deep,Double,Normal,Cover
630,45,9885,9/10/2015 0:00,Balanced,Normal,Short,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
631,29,8350,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Lots,Organised,High,Double,Wide,Cover
632,29,8350,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
633,29,8350,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
634,29,8350,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
635,29,8350,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
636,29,8350,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
637,1832,8295,2/22/2010 0:00,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Organised,Medium,Press,Normal,Cover
638,1832,8295,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
639,1832,8295,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
640,1832,8295,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
641,1832,8295,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
642,82,8597,2/22/2010 0:00,Fast,Little,Long,Organised,Risky,Lots,Normal,Organised,Medium,Double,Wide,Cover
643,82,8597,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
644,82,8597,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
645,82,8597,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
646,82,8597,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
647,82,8597,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
648,111083,8245,2/22/2010 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Double,Normal,Cover
649,111083,8245,2/22/2011 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Wide,Cover
650,111083,8245,2/22/2012 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
651,111083,8245,9/20/2013 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
652,111083,8245,9/19/2014 0:00,Fast,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
653,111083,8245,9/10/2015 0:00,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
654,100081,8571,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
655,100081,8571,2/22/2011 0:00,Balanced,Little,Mixed,Free Form,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
656,100081,8571,2/22/2012 0:00,Slow,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
657,100081,8571,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Little,Organised,Medium,Press,Normal,Cover
658,100081,8571,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Lots,Little,Organised,Medium,Press,Normal,Cover
659,100081,8571,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Lots,Little,Organised,Medium,Press,Normal,Cover
660,110724,8203,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Double,Normal,Cover
661,110724,8203,2/22/2011 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
662,110724,8203,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
663,110724,8203,9/20/2013 0:00,Balanced,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
664,110724,8203,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
665,110724,8203,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
666,472,8306,2/22/2010 0:00,Slow,Little,Short,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Offside Trap
667,472,8306,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Press,Wide,Cover
668,472,8306,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
669,472,8306,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
670,472,8306,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
671,472,8306,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
672,1862,7730,2/22/2010 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
673,1862,7730,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
674,1862,7730,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
675,1862,7730,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
676,46,8543,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Wide,Cover
677,46,8543,2/22/2011 0:00,Balanced,Little,Mixed,Free Form,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
678,46,8543,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
679,46,8543,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,Medium,Press,Normal,Cover
680,46,8543,9/19/2014 0:00,Balanced,Lots,Mixed,Organised,Risky,Normal,Lots,Organised,Medium,Press,Normal,Cover
681,46,8543,9/10/2015 0:00,Fast,Normal,Mixed,Organised,Risky,Lots,Lots,Free Form,Medium,Press,Normal,Cover
682,1738,9746,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Double,Narrow,Cover
683,1738,9746,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
684,1738,9746,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
685,1738,9746,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
686,1738,9746,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
687,1738,9746,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
688,1739,8682,2/22/2010 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,High,Press,Wide,Cover
689,1739,8682,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
690,1739,8682,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
691,1739,8682,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
692,347,9888,2/22/2010 0:00,Balanced,Little,Short,Organised,Normal,Normal,Lots,Organised,Deep,Double,Normal,Cover
693,347,9888,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
694,347,9888,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
695,873,2182,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
696,873,2182,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Lots,Organised,Medium,Press,Normal,Cover
697,873,2182,2/22/2012 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
698,873,2182,9/20/2013 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
699,873,2182,9/19/2014 0:00,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
700,873,2182,9/10/2015 0:00,Balanced,Normal,Mixed,Free Form,Normal,Lots,Lots,Free Form,Medium,Press,Normal,Cover
701,111091,8030,2/22/2010 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Lots,Organised,High,Double,Normal,Cover
702,111091,8030,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Risky,Little,Normal,Organised,Medium,Press,Normal,Cover
703,111091,8030,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
704,111091,8030,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
705,111091,8030,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
706,111091,8030,9/10/2015 0:00,Balanced,Normal,Mixed,Free Form,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
707,1871,8673,2/22/2010 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Double,Normal,Cover
708,1871,8673,2/22/2011 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
709,1871,8673,2/22/2012 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Wide,Cover
710,1871,8673,9/20/2013 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
711,1871,8673,9/19/2014 0:00,Balanced,Normal,Mixed,Free Form,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
712,1871,8673,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
713,95,8197,2/22/2010 0:00,Fast,Little,Long,Organised,Risky,Lots,Normal,Organised,High,Double,Wide,Cover
714,95,8197,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
715,95,8197,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
716,95,8197,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
717,95,8197,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
718,95,8197,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
719,10018,6421,2/22/2010 0:00,Slow,Little,Short,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Narrow,Cover
720,64,8588,2/22/2010 0:00,Slow,Little,Short,Organised,Normal,Normal,Lots,Organised,High,Press,Wide,Offside Trap
721,64,8588,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
722,64,8588,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
723,64,8588,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
724,64,8588,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
725,64,8588,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
726,1853,8581,2/22/2010 0:00,Slow,Little,Short,Organised,Normal,Normal,Lots,Organised,Deep,Press,Normal,Cover
727,1853,8581,2/22/2011 0:00,Fast,Little,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
728,1853,8581,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
729,1853,8581,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
730,1853,8581,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
731,1853,8581,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Contain,Normal,Cover
732,239,9989,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
733,239,9989,2/22/2012 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
734,239,9989,9/20/2013 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
735,239,9989,9/19/2014 0:00,Fast,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
736,239,9989,9/10/2015 0:00,Fast,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
737,65,8639,2/22/2010 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Double,Normal,Cover
738,65,8639,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
739,65,8639,2/22/2012 0:00,Balanced,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
740,65,8639,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
741,65,8639,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
742,65,8639,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
743,9,8650,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
744,9,8650,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
745,9,8650,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
746,9,8650,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
747,9,8650,9/19/2014 0:00,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
748,9,8650,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
749,1844,8537,2/22/2010 0:00,Slow,Little,Short,Organised,Safe,Little,Normal,Organised,Deep,Contain,Narrow,Offside Trap
750,1844,8537,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Narrow,Cover
751,1844,8537,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
752,1844,8537,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
753,1844,8537,9/19/2014 0:00,Balanced,Normal,Long,Organised,Normal,Little,Lots,Organised,Deep,Press,Narrow,Cover
754,1844,8537,9/10/2015 0:00,Balanced,Normal,Long,Organised,Normal,Little,Lots,Organised,Deep,Press,Normal,Cover
755,301,8244,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
756,301,8244,2/22/2012 0:00,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Deep,Contain,Normal,Cover
757,301,8244,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
758,301,8244,9/19/2014 0:00,Balanced,Normal,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
759,2007,9994,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Wide,Cover
760,2007,9994,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
761,2007,9994,2/22/2012 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
762,2007,9994,9/20/2013 0:00,Fast,Little,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Cover
763,2007,9994,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
764,2007,9994,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
765,217,8689,2/22/2010 0:00,Balanced,Little,Long,Organised,Safe,Normal,Normal,Organised,High,Press,Wide,Offside Trap
766,217,8689,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
767,217,8689,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
768,217,8689,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
769,217,8689,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
770,217,8689,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
771,897,10199,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Offside Trap
772,897,10199,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
773,897,10199,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
774,897,10199,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
775,897,10199,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
776,897,10199,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
777,66,9748,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Lots,Organised,High,Press,Wide,Offside Trap
778,66,9748,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
779,66,9748,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
780,66,9748,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
781,66,9748,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
782,66,9748,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
783,169,9905,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Lots,Organised,Medium,Double,Normal,Cover
784,169,9905,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
785,169,9905,2/22/2012 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
786,169,9905,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
787,169,9905,9/19/2014 0:00,Fast,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
788,169,9905,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
789,573,9864,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
790,573,9864,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
791,573,9864,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Risky,Lots,Normal,Organised,Medium,Press,Normal,Cover
792,573,9864,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Risky,Lots,Normal,Organised,Medium,Press,Normal,Cover
793,573,9864,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Risky,Lots,Normal,Organised,Medium,Press,Normal,Cover
794,573,9864,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Offside Trap
795,453,8661,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Offside Trap
796,453,8661,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
797,453,8661,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
798,453,8661,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
799,453,8661,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
800,453,8661,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
801,10,8456,2/22/2010 0:00,Fast,Little,Mixed,Organised,Normal,Lots,Lots,Organised,Medium,Press,Normal,Cover
802,10,8456,2/22/2011 0:00,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,Medium,Press,Normal,Cover
803,10,8456,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
804,10,8456,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
805,10,8456,9/19/2014 0:00,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Cover
806,10,8456,9/10/2015 0:00,Balanced,Normal,Short,Free Form,Normal,Normal,Little,Free Form,Medium,Press,Normal,Cover
807,11,10260,2/22/2010 0:00,Fast,Little,Mixed,Organised,Normal,Lots,Normal,Free Form,Medium,Press,Normal,Cover
808,11,10260,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Cover
809,11,10260,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
810,11,10260,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
811,11,10260,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
812,11,10260,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
813,1893,10212,2/22/2010 0:00,Slow,Little,Short,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Narrow,Offside Trap
814,1893,10212,2/22/2011 0:00,Slow,Little,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Offside Trap
815,1893,10212,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
816,1893,10212,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
817,1893,10212,9/19/2014 0:00,Fast,Normal,Mixed,Free Form,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
818,1893,10212,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
819,219,8592,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,Medium,Double,Normal,Offside Trap
820,219,8592,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Cover
821,219,8592,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
822,219,8592,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
823,219,8592,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Lots,Lots,Organised,Medium,Press,Normal,Cover
824,219,8592,9/10/2015 0:00,Balanced,Lots,Mixed,Organised,Normal,Lots,Little,Organised,Medium,Press,Normal,Cover
825,68,8550,2/22/2010 0:00,Balanced,Little,Short,Organised,Normal,Normal,Normal,Organised,Deep,Press,Narrow,Offside Trap
826,68,8550,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
827,68,8550,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
828,68,8550,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
